,State,Year,Month,Precipitation,Number of Fires
1384,DF,2006,Nov,195.6,0.0
1385,DF,2006,Dec,182.1,0.0
1386,DF,2007,Jan,269.6,0.0
1387,DF,2007,Mar,35.7,1.0
1388,DF,2007,Apr,50.1,0.0
1389,DF,2007,May,7.5,4.0
1390,DF,2007,Jun,0.0,21.0
1391,DF,2007,Jul,0.0,25.0
1392,DF,2007,Aug,0.0,137.0
1393,DF,2007,Sep,0.0,73.0
1394,DF,2007,Oct,38.3,13.0
1395,DF,2007,Nov,224.9,0.0
1396,DF,2007,Dec,275.0,0.0
1397,DF,2008,Jan,201.0,0.0
1398,DF,2008,Mar,234.6,2.0
1399,DF,2008,Apr,210.2,1.0
1400,DF,2008,May,0.0,6.0
1401,DF,2008,Jun,0.0,0.0
1402,DF,2008,Jul,0.0,12.0
1403,DF,2008,Aug,2.7,30.0
1404,DF,2008,Sep,79.9,54.0
1405,DF,2008,Oct,38.7,6.0
1406,DF,2008,Nov,271.0,4.0
1407,DF,2008,Dec,323.4,0.0
1408,DF,2009,Jan,205.0,1.0
1409,DF,2009,Mar,81.0,0.0
1410,DF,2009,Apr,375.9,0.0
1411,DF,2009,May,61.2,9.0
1412,DF,2009,Jun,9.3,4.0
1413,DF,2009,Jul,0.0,33.0
1414,DF,2009,Aug,72.5,37.0
1415,DF,2009,Sep,50.5,5.0
1416,DF,2009,Oct,295.8,3.0
1417,DF,2009,Nov,199.1,0.0
1418,DF,2009,Dec,307.8,0.0
1419,DF,2010,Jan,121.0,2.0
1420,DF,2010,Mar,244.7,0.0
1421,DF,2010,Apr,238.8,8.0
1422,DF,2010,May,27.5,23.0
1423,DF,2010,Jun,0.0,21.0
1424,DF,2010,Jul,0.0,85.0
1425,DF,2010,Aug,0.0,159.0
1426,DF,2010,Sep,0.0,196.0
1427,DF,2010,Oct,189.9,6.0
1428,DF,2010,Nov,254.5,0.0
1429,DF,2010,Dec,318.0,1.0
1430,DF,2011,Jan,126.8,2.0
1431,DF,2011,Mar,243.2,0.0
1432,DF,2011,Apr,69.5,1.0
1433,DF,2011,May,13.9,3.0
1434,DF,2011,Jun,3.8,18.0
1435,DF,2011,Jul,0.0,53.0
1436,DF,2011,Aug,0.0,61.0
1437,DF,2011,Sep,7.0,133.0
1438,DF,2011,Oct,263.9,0.0
1439,DF,2011,Nov,333.8,1.0
1440,DF,2011,Dec,324.5,0.0
1441,DF,2012,Jan,269.9,0.0
1442,DF,2012,Mar,196.9,0.0
1443,DF,2012,Apr,121.3,4.0
1444,DF,2012,May,44.4,0.0
1445,DF,2012,Jun,2.4,6.0
1446,DF,2012,Jul,0.2,29.0
1447,DF,2012,Aug,0.0,55.0
1448,DF,2012,Sep,32.9,64.0
1449,DF,2012,Oct,109.8,15.0
1450,DF,2012,Nov,444.6,0.0
1451,DF,2012,Dec,141.9,0.0
1452,DF,2013,Jan,491.8,0.0
1453,DF,2013,Mar,190.3,1.0
1454,DF,2013,Apr,95.4,1.0
1455,DF,2013,May,22.2,2.0
1456,DF,2013,Jun,6.2,4.0
1457,DF,2013,Jul,0.3,22.0
1458,DF,2013,Aug,0.0,34.0
1459,DF,2013,Sep,65.9,31.0
1460,DF,2013,Oct,106.7,3.0
1461,DF,2013,Nov,278.8,0.0
1462,DF,2013,Dec,353.6,2.0
1463,DF,2014,Jan,153.0,0.0
1464,DF,2014,Mar,341.9,1.0
1465,DF,2014,Apr,249.3,2.0
1466,DF,2014,May,2.8,9.0
1467,DF,2014,Jun,9.9,6.0
1468,DF,2014,Jul,7.9,27.0
1469,DF,2014,Aug,0.0,99.0
1470,DF,2014,Sep,16.2,72.0
1471,DF,2014,Oct,201.4,34.0
1472,DF,2014,Nov,192.1,0.0
1473,DF,2014,Dec,366.7,0.0
1474,DF,2015,Jan,93.9,1.0
1475,DF,2015,Mar,345.5,0.0
1476,DF,2015,Apr,206.8,0.0
1477,DF,2015,May,48.3,2.0
1478,DF,2015,Jun,0.0,1.0
1479,DF,2015,Jul,0.8,15.0
1480,DF,2015,Aug,0.0,53.0
1481,DF,2015,Sep,21.6,76.0
1482,DF,2015,Oct,69.4,21.0
1483,DF,2015,Nov,167.8,3.0
1484,DF,2015,Dec,171.6,0.0
1485,DF,2016,Jan,397.6,1.0
1486,DF,2016,Mar,150.6,1.0
1487,DF,2016,Apr,11.0,5.0
1488,DF,2016,May,3.9,15.0
1489,DF,2016,Jun,0.0,42.0
1490,DF,2016,Jul,0.0,79.0
1491,DF,2016,Aug,20.9,29.0
1492,DF,2016,Sep,55.9,58.0
1493,DF,2016,Oct,83.7,9.0
1494,DF,2016,Nov,228.4,1.0
1495,DF,2016,Dec,156.1,0.0
1496,DF,2017,Jan,146.5,1.0
1497,DF,2017,Mar,177.2,0.0
1498,DF,2017,Apr,26.7,1.0
1499,DF,2017,May,64.3,6.0
1500,DF,2017,Jun,0.0,23.0
1501,DF,2017,Jul,0.0,44.0
1502,DF,2017,Aug,0.0,147.0
1503,DF,2017,Sep,9.2,122.0
1504,DF,2017,Oct,33.2,66.0
1505,DF,2017,Nov,321.4,0.0
1506,ES,1998,Jan,81.6,0.0
1507,ES,1998,Mar,36.9,0.0
1508,ES,1998,Apr,10.3,0.0
1509,ES,1998,May,2.5,0.0
1510,ES,1998,Jun,17.4,6.0
1511,ES,1998,Jul,29.6,37.0
1512,ES,1998,Aug,48.7,38.0
1513,ES,1998,Sep,23.2,108.0
1514,ES,1998,Oct,224.6,20.0
1515,ES,1998,Nov,221.3,4.0
1516,ES,1998,Dec,40.8,5.0
1517,ES,1999,Jan,83.4,33.0
1518,ES,1999,Mar,102.8,8.0
1519,ES,1999,Apr,96.9,2.0
1520,ES,1999,May,33.6,16.0
1521,ES,1999,Jun,244.2,6.0
1522,ES,1999,Jul,76.2,9.0
1523,ES,1999,Aug,47.1,60.0
1524,ES,1999,Sep,54.2,64.0
1525,ES,1999,Oct,103.8,23.0
1526,ES,1999,Nov,308.8,9.0
1527,ES,1999,Dec,244.8,0.0
1528,ES,2000,Jan,243.9,5.0
1529,ES,2000,Mar,139.8,1.0
1530,ES,2000,Apr,283.0,3.0
1531,ES,2000,May,29.0,2.0
1532,ES,2000,Jun,85.0,9.0
1533,ES,2000,Jul,37.6,16.0
1534,ES,2000,Aug,46.0,26.0
1535,ES,2000,Sep,116.0,14.0
1536,ES,2000,Oct,10.5,88.0
1537,ES,2000,Nov,198.0,3.0
1538,ES,2000,Dec,257.1,3.0
1539,ES,2001,Jan,53.5,1.0
1540,ES,2001,Mar,82.1,2.0
1541,ES,2001,Apr,1.6,2.0
1542,ES,2001,May,84.8,8.0
1543,ES,2001,Jun,55.7,9.0
1544,ES,2001,Jul,0.0,12.0
1545,ES,2002,May,70.9,5.0
1546,ES,2002,Jun,47.8,18.0
1547,ES,2002,Jul,32.4,9.0
1548,ES,2002,Aug,64.9,60.0
1549,ES,2002,Sep,145.6,46.0
1550,ES,2002,Oct,19.5,113.0
1551,ES,2002,Nov,112.3,22.0
1552,ES,2002,Dec,212.0,12.0
1553,ES,2003,Jan,206.7,4.0
1554,ES,2003,Mar,6.6,28.0
1555,ES,2003,Apr,160.7,22.0
1556,ES,2003,May,33.8,1.0
1557,ES,2003,Jun,2.1,19.0
1558,ES,2003,Jul,55.4,27.0
1559,ES,2003,Aug,27.3,118.0
1560,ES,2003,Sep,29.7,252.0
1561,ES,2003,Oct,105.3,159.0
1562,ES,2003,Nov,35.3,49.0
1563,ES,2003,Dec,314.4,18.0
1564,ES,2004,Jan,345.4,1.0
1565,ES,2004,Mar,216.6,3.0
1566,ES,2004,Apr,125.7,0.0
1567,ES,2004,May,75.1,0.0
1568,ES,2004,Jun,51.9,3.0
1569,ES,2004,Jul,141.8,4.0
1570,ES,2004,Aug,75.2,12.0
1571,ES,2004,Sep,26.6,47.0
1572,ES,2004,Oct,126.1,48.0
1573,ES,2004,Nov,107.1,42.0
1574,ES,2004,Dec,242.7,9.0
1575,ES,2005,Jan,115.7,4.0
1576,ES,2005,Mar,197.0,3.0
1577,ES,2005,Apr,43.7,4.0
1578,ES,2005,May,204.0,5.0
1579,ES,2005,Jun,194.1,8.0
1580,ES,2005,Jul,96.3,9.0
1581,ES,2005,Aug,84.1,12.0
1582,ES,2005,Sep,157.6,8.0
1583,ES,2005,Oct,20.4,62.0
1584,ES,2005,Nov,272.0,0.0
1585,ES,2005,Dec,185.8,5.0
1586,ES,2006,Jan,65.0,13.0
1587,ES,2006,Mar,207.0,14.0
1588,ES,2006,Apr,214.6,1.0
1589,ES,2006,May,1.3,0.0
1590,ES,2006,Jun,65.1,5.0
1591,ES,2006,Jul,62.5,11.0
1592,ES,2006,Aug,84.2,29.0
1593,ES,2006,Sep,66.4,87.0
1594,ES,2006,Oct,66.5,10.0
1595,ES,2006,Nov,195.4,0.0
1596,ES,2006,Dec,326.7,0.0
1597,ES,2007,Jan,173.4,0.0
1598,ES,2007,Mar,48.3,9.0
1599,ES,2007,Apr,101.9,2.0
1600,ES,2007,May,38.1,1.0
1601,ES,2007,Jun,13.6,4.0
1602,ES,2007,Jul,2.0,13.0
1603,ES,2007,Aug,47.6,82.0
1604,ES,2007,Sep,75.0,63.0
1605,ES,2007,Oct,32.1,79.0
1606,ES,2007,Nov,164.6,112.0
1607,ES,2007,Dec,94.2,14.0
1608,ES,2008,Jan,128.4,12.0
1609,ES,2008,Mar,68.7,5.0
1610,ES,2008,Apr,73.3,8.0
1611,ES,2008,May,47.0,2.0
1612,ES,2008,Jun,42.1,4.0
1613,ES,2008,Jul,28.3,5.0
1614,ES,2008,Aug,26.8,13.0
1615,ES,2008,Sep,29.2,78.0
1616,ES,2008,Oct,108.6,100.0
1617,ES,2008,Nov,662.8,3.0
1618,ES,2008,Dec,136.1,1.0
1619,ES,2009,Jan,218.1,4.0
1620,ES,2009,Mar,210.9,11.0
1621,ES,2009,Apr,230.1,8.0
1622,ES,2009,May,70.3,7.0
1623,ES,2009,Jun,46.5,12.0
1624,ES,2009,Jul,90.0,25.0
1625,ES,2009,Aug,85.6,17.0
1626,ES,2009,Sep,17.5,57.0
1627,ES,2009,Oct,406.4,13.0
1628,ES,2009,Nov,144.3,18.0
1629,ES,2009,Dec,2.0,32.0
1630,ES,2010,Jan,15.6,52.0
1631,ES,2010,Mar,374.7,3.0
1632,ES,2010,Apr,138.7,7.0
1633,ES,2010,May,113.4,3.0
1634,ES,2010,Jun,68.6,3.0
1635,ES,2010,Jul,94.9,5.0
1636,ES,2010,Aug,20.7,39.0
1637,ES,2010,Sep,27.8,53.0
1638,ES,2010,Oct,47.2,32.0
1639,ES,2010,Nov,265.4,3.0
1640,ES,2010,Dec,0.0,10.0
1641,ES,2011,Jan,26.8,3.0
1642,ES,2011,Mar,277.4,5.0
1643,ES,2011,Apr,384.0,3.0
1644,ES,2011,May,72.3,2.0
1645,ES,2011,Jun,38.4,7.0
1646,ES,2011,Jul,30.5,18.0
1647,ES,2011,Aug,13.4,93.0
1648,ES,2011,Sep,31.2,108.0
1649,ES,2011,Oct,141.6,38.0
1650,ES,2011,Nov,247.1,6.0
1651,ES,2011,Dec,251.8,1.0
1652,ES,2012,Jan,282.9,1.0
1653,ES,2012,Mar,58.9,35.0
1654,ES,2012,Apr,30.1,74.0
1655,ES,2012,May,267.1,20.0
1656,ES,2012,Jun,92.8,15.0
1657,ES,2012,Jul,42.6,35.0
1658,ES,2012,Aug,238.4,12.0
1659,ES,2012,Sep,37.9,48.0
1660,ES,2012,Oct,56.0,62.0
1661,ES,2012,Nov,376.1,7.0
1662,ES,2012,Dec,42.7,18.0
1663,ES,2013,Jan,197.8,10.0
1664,ES,2013,Mar,434.5,13.0
1665,ES,2013,Apr,50.9,16.0
1666,ES,2013,May,76.1,14.0
1667,ES,2013,Jun,84.8,22.0
1668,ES,2013,Jul,61.0,20.0
1669,ES,2013,Aug,83.1,53.0
1670,ES,2013,Sep,33.3,30.0
1671,ES,2013,Oct,68.9,37.0
1672,ES,2013,Nov,351.1,11.0
1673,ES,2013,Dec,713.9,9.0
1674,ES,2014,Jan,51.1,11.0
1675,ES,2014,Mar,90.9,15.0
1676,ES,2014,Apr,95.5,15.0
1677,ES,2014,May,5.0,18.0
1678,ES,2014,Jun,51.2,9.0
1679,ES,2014,Jul,107.3,17.0
1680,ES,2014,Aug,83.4,47.0
1681,ES,2014,Sep,23.7,61.0
1682,ES,2014,Oct,286.6,89.0
1683,ES,2014,Nov,68.7,20.0
1684,ES,2014,Dec,86.1,28.0
1685,ES,2015,Jan,0.0,76.0
1686,ES,2015,Mar,48.9,25.0
1687,ES,2015,Apr,31.8,33.0
1688,ES,2015,May,199.8,17.0
1689,ES,2015,Jun,109.1,18.0
1690,ES,2015,Jul,12.5,30.0
1691,ES,2015,Aug,40.6,35.0
1692,ES,2015,Sep,27.8,228.0
1693,ES,2015,Oct,54.6,307.0
1694,ES,2015,Nov,61.2,141.0
1695,ES,2015,Dec,87.8,61.0
1696,ES,2016,Jan,186.0,43.0
1697,ES,2016,Mar,90.0,107.0
1698,ES,2016,Apr,25.0,57.0
1699,ES,2016,May,12.9,48.0
1700,ES,2016,Jun,72.7,49.0
1701,ES,2016,Jul,78.9,42.0
1702,ES,2016,Aug,7.1,78.0
1703,ES,2016,Sep,33.1,128.0
1704,ES,2016,Oct,107.7,58.0
1705,ES,2016,Nov,227.1,8.0
1706,ES,2016,Dec,95.7,12.0
1707,ES,2017,Jan,24.0,13.0
1708,ES,2017,Mar,38.1,9.0
1709,ES,2017,Apr,64.6,7.0
1710,ES,2017,May,180.4,10.0
1711,ES,2017,Jun,133.6,37.0
1712,ES,2017,Jul,195.8,3.0
1713,ES,2017,Aug,27.0,30.0
1714,ES,2017,Sep,81.3,58.0
1715,ES,2017,Oct,84.9,56.0
1716,ES,2017,Nov,128.0,3.0
1717,GO,1998,Jan,245.9,0.0
1718,GO,1998,Mar,264.2,0.0
1719,GO,1998,Apr,69.6,0.0
1720,GO,1998,May,20.5,0.0
1721,GO,1998,Jun,0.4,172.0
1722,GO,1998,Jul,0.0,512.0
1723,GO,1998,Aug,3.6,2.218
1724,GO,1998,Sep,41.3,2.867
1725,GO,1998,Oct,145.6,1.034
1726,GO,1998,Nov,256.0,47.0
1727,GO,1998,Dec,201.0,13.0
1728,GO,1999,Jan,196.5,14.0
1729,GO,1999,Mar,119.2,1.0
1730,GO,1999,Apr,27.6,25.0
1731,GO,1999,May,66.7,99.0
1732,GO,1999,Jun,7.0,250.0
1733,GO,1999,Jul,0.0,311.0
1734,GO,1999,Aug,0.0,1.198
1735,GO,1999,Sep,70.9,1.8980000000000001
1736,GO,1999,Oct,175.0,743.0
1737,GO,1999,Nov,200.8,110.0
1738,GO,1999,Dec,295.6,20.0
1739,GO,2000,Jan,385.7,10.0
1740,GO,2000,Mar,207.4,4.0
1741,GO,2000,Apr,44.6,16.0
1742,GO,2000,May,9.4,58.0
1743,GO,2000,Jun,0.0,222.0
1744,GO,2000,Jul,0.6,332.0
1745,GO,2000,Aug,31.5,925.0
1746,GO,2000,Sep,106.0,1.2930000000000001
1747,GO,2000,Oct,84.3,905.0
1748,GO,2000,Nov,327.8,26.0
1749,GO,2000,Dec,316.4,6.0
1750,GO,2001,Jan,209.0,29.0
1751,GO,2001,Mar,181.6,10.0
1752,GO,2001,Apr,172.0,49.0
1753,GO,2001,May,72.1,85.0
1754,GO,2001,Jun,2.0,212.0
1755,GO,2001,Jul,0.0,371.0
1756,GO,2001,Aug,51.5,787.0
1757,GO,2001,Sep,124.5,1.8630000000000002
1758,GO,2001,Oct,185.0,479.0
1759,GO,2001,Nov,314.7,15.0
1760,GO,2001,Dec,227.6,18.0
1761,GO,2002,Jan,253.7,12.0
1762,GO,2002,Mar,300.3,48.0
1763,GO,2002,Apr,27.5,78.0
1764,GO,2002,May,12.0,171.0
1765,GO,2002,Jun,0.0,302.0
1766,GO,2002,Jul,0.2,686.0
1767,GO,2002,Aug,6.3,1.4280000000000002
1768,GO,2002,Sep,69.5,3.52
1769,GO,2002,Oct,34.4,1.367
1770,GO,2002,Nov,149.7,192.0
1771,GO,2002,Dec,284.8,115.0
1772,GO,2003,Jan,314.9,14.0
1773,GO,2003,Mar,202.3,29.0
1774,GO,2003,Apr,107.9,87.0
1775,GO,2003,May,0.2,57.0
1776,GO,2003,Jun,0.0,321.0
1777,GO,2003,Jul,0.0,322.0
1778,GO,2003,Aug,12.9,902.0
1779,GO,2003,Sep,35.3,1.662
1780,GO,2003,Oct,110.5,1.183
1781,GO,2003,Nov,265.2,168.0
1782,GO,2003,Dec,224.3,129.0
1783,GO,2004,Jan,282.3,10.0
1784,GO,2004,Mar,264.2,36.0
1785,GO,2004,Apr,120.3,32.0
1786,GO,2004,May,18.0,157.0
1787,GO,2004,Jun,1.0,422.0
1788,GO,2004,Jul,5.8,778.0
1789,GO,2004,Aug,0.0,1.4980000000000002
1790,GO,2004,Sep,6.2,2.965
1791,GO,2004,Oct,168.1,1.275
1792,GO,2004,Nov,128.6,291.0
1793,GO,2004,Dec,251.2,56.0
1794,GO,2005,Jan,237.5,27.0
1795,GO,2005,Mar,526.0,36.0
1796,GO,2005,Apr,50.4,55.0
1797,GO,2005,May,34.2,164.0
1798,GO,2005,Jun,2.6,189.0
1799,GO,2005,Jul,0.0,363.0
1800,GO,2005,Aug,3.2,639.0
1801,GO,2005,Sep,55.8,1.341
1802,GO,2005,Oct,90.9,1.7169999999999999
1803,GO,2005,Nov,269.7,144.0
1804,GO,2005,Dec,460.2,5.0
1805,GO,2006,Jan,137.9,85.0
1806,GO,2006,Mar,319.1,29.0
1807,GO,2006,Apr,206.2,22.0
1808,GO,2006,May,20.1,33.0
1809,GO,2006,Jun,0.0,70.0
1810,GO,2006,Jul,0.0,169.0
1811,GO,2006,Aug,10.6,588.0
1812,GO,2006,Sep,84.1,1.463
1813,GO,2006,Oct,283.4,178.0
1814,GO,2006,Nov,188.2,91.0
1815,GO,2006,Dec,238.1,7.0
1816,GO,2007,Jan,200.1,28.0
1817,GO,2007,Mar,87.3,49.0
1818,GO,2007,Apr,59.6,17.0
1819,GO,2007,May,9.2,94.0
1820,GO,2007,Jun,5.1,186.0
1821,GO,2007,Jul,6.0,399.0
1822,GO,2007,Aug,0.0,2.3819999999999997
1823,GO,2007,Sep,1.8,3.745
1824,GO,2007,Oct,55.9,1.195
1825,GO,2007,Nov,223.1,79.0
1826,GO,2007,Dec,179.7,16.0
1827,GO,2008,Jan,280.8,23.0
1828,GO,2008,Mar,373.8,20.0
1829,GO,2008,Apr,202.2,36.0
1830,GO,2008,May,53.2,41.0
1831,GO,2008,Jun,0.0,55.0
1832,GO,2008,Jul,0.0,193.0
1833,GO,2008,Aug,0.0,568.0
1834,GO,2008,Sep,51.8,1.255
1835,GO,2008,Oct,109.4,1.2309999999999999
1836,GO,2008,Nov,197.5,90.0
1837,GO,2008,Dec,246.2,6.0
1838,GO,2009,Jan,178.6,30.0
1839,GO,2009,Mar,185.6,32.0
1840,GO,2009,Apr,258.0,11.0
1841,GO,2009,May,41.2,104.0
1842,GO,2009,Jun,31.3,179.0
1843,GO,2009,Jul,2.0,470.0
1844,GO,2009,Aug,16.8,647.0
1845,GO,2009,Sep,71.0,685.0
1846,GO,2009,Oct,196.4,367.0
1847,GO,2009,Nov,194.9,89.0
1848,GO,2009,Dec,443.9,39.0
1849,GO,2010,Jan,98.3,59.0
1850,GO,2010,Mar,190.4,65.0
1851,GO,2010,Apr,188.4,105.0
1852,GO,2010,May,0.0,239.0
1853,GO,2010,Jun,14.3,278.0
1854,GO,2010,Jul,0.0,941.0
1855,GO,2010,Aug,0.0,2.9139999999999997
1856,GO,2010,Sep,16.9,5.075
1857,GO,2010,Oct,107.9,1.227
1858,GO,2010,Nov,281.9,67.0
1859,GO,2010,Dec,449.8,48.0
1860,GO,2011,Jan,287.8,39.0
1861,GO,2011,Mar,367.1,19.0
1862,GO,2011,Apr,62.3,71.0
1863,GO,2011,May,0.0,136.0
1864,GO,2011,Jun,15.3,314.0
1865,GO,2011,Jul,0.0,607.0
1866,GO,2011,Aug,0.0,1.6130000000000002
1867,GO,2011,Sep,1.2,2.259
1868,GO,2011,Oct,300.3,476.0
1869,GO,2011,Nov,245.4,59.0
1870,GO,2011,Dec,292.8,39.0
1871,GO,2012,Jan,467.4,21.0
1872,GO,2012,Mar,268.0,57.0
1873,GO,2012,Apr,176.2,89.0
1874,GO,2012,May,40.0,103.0
1875,GO,2012,Jun,18.3,245.0
1876,GO,2012,Jul,3.0,564.0
1877,GO,2012,Aug,0.0,912.0
1878,GO,2012,Sep,57.3,2.452
1879,GO,2012,Oct,92.8,1.524
1880,GO,2012,Nov,224.5,57.0
1881,GO,2012,Dec,188.6,93.0
1882,GO,2013,Jan,353.5,33.0
1883,GO,2013,Mar,234.9,79.0
1884,GO,2013,Apr,44.3,42.0
1885,GO,2013,May,44.1,150.0
1886,GO,2013,Jun,7.3,192.0
1887,GO,2013,Jul,0.0,350.0
1888,GO,2013,Aug,0.7,488.0
1889,GO,2013,Sep,32.9,684.0
1890,GO,2013,Oct,135.2,606.0
1891,GO,2013,Nov,273.6,183.0
1892,GO,2013,Dec,530.5,86.0
1893,GO,2014,Jan,143.6,80.0
1894,GO,2014,Mar,361.1,80.0
1895,GO,2014,Apr,325.2,138.0
1896,GO,2014,May,19.7,210.0
1897,GO,2014,Jun,0.0,318.0
1898,GO,2014,Jul,15.7,446.0
1899,GO,2014,Aug,0.0,1.255
1900,GO,2014,Sep,31.3,1.6869999999999998
1901,GO,2014,Oct,69.2,1.9469999999999998
1902,GO,2014,Nov,170.5,181.0
1903,GO,2014,Dec,337.9,68.0
1904,GO,2015,Jan,73.6,118.0
1905,GO,2015,Mar,312.3,76.0
1906,GO,2015,Apr,204.2,89.0
1907,GO,2015,May,70.7,129.0
1908,GO,2015,Jun,0.0,277.0
1909,GO,2015,Jul,2.7,347.0
1910,GO,2015,Aug,3.6,943.0
1911,GO,2015,Sep,30.4,2.296
1912,GO,2015,Oct,18.2,1.807
1913,GO,2015,Nov,354.8,547.0
1914,GO,2015,Dec,207.7,179.0
1915,GO,2016,Jan,484.8,52.0
1916,GO,2016,Mar,156.2,136.0
1917,GO,2016,Apr,1.3,167.0
1918,GO,2016,May,33.2,233.0
1919,GO,2016,Jun,0.0,289.0
1920,GO,2016,Jul,0.0,837.0
1921,GO,2016,Aug,15.7,1.032
1922,GO,2016,Sep,26.5,1.703
1923,GO,2016,Oct,209.2,522.0
1924,GO,2016,Nov,110.4,123.0
1925,GO,2016,Dec,169.6,64.0
1926,GO,2017,Jan,176.1,53.0
1927,GO,2017,Mar,215.5,115.0
1928,GO,2017,Apr,200.1,60.0
1929,GO,2017,May,48.2,135.0
1930,GO,2017,Jun,0.0,442.0
1931,GO,2017,Jul,0.0,577.0
1932,GO,2017,Aug,0.0,1.492
1933,GO,2017,Sep,9.5,3.238
1934,GO,2017,Oct,51.2,2.401
1935,GO,2017,Nov,296.1,117.0
1936,MA,1998,Jan,306.7,0.0
1937,MA,1998,Mar,366.1,0.0
1938,MA,1998,Apr,246.6,0.0
1939,MA,1998,May,144.4,0.0
1940,MA,1998,Jun,128.2,78.0
1941,MA,1998,Jul,152.4,274.0
1942,MA,1998,Aug,2.7,1.176
1943,MA,1998,Sep,0.0,3.935
1944,MA,1998,Oct,0.0,5.1370000000000005
1945,MA,1998,Nov,0.3,2.237
1946,MA,1998,Dec,53.6,1.399
1947,MA,1999,Jan,135.7,54.0
1948,MA,1999,Mar,660.8,17.0
1949,MA,1999,Apr,474.4,4.0
1950,MA,1999,May,241.9,3.0
1951,MA,1999,Jun,171.0,32.0
1952,MA,1999,Jul,131.0,258.0
1953,MA,1999,Aug,44.1,895.0
1954,MA,1999,Sep,0.1,1.739
1955,MA,1999,Oct,1.1,3.208
1956,MA,1999,Nov,0.0,1.494
1957,MA,1999,Dec,131.1,1.001
1958,MA,2000,Jan,267.1,19.0
1959,MA,2000,Mar,606.0,6.0
1960,MA,2000,Apr,609.6,6.0
1961,MA,2000,May,422.2,28.0
1962,MA,2000,Jun,146.1,94.0
1963,MA,2000,Jul,202.1,233.0
1964,MA,2000,Aug,63.9,839.0
1965,MA,2000,Sep,12.6,1.365
1966,MA,2000,Oct,0.0,2.654
1967,MA,2000,Nov,0.2,2.267
1968,MA,2000,Dec,43.3,1.4609999999999999
1969,MA,2001,Jan,336.2,29.0
1970,MA,2001,Mar,370.7,0.0
1971,MA,2001,Apr,590.1,2.0
1972,MA,2001,May,201.8,21.0
1973,MA,2001,Jun,327.2,100.0
1974,MA,2001,Jul,150.2,549.0
1975,MA,2001,Aug,0.5,2.037
1976,MA,2001,Sep,7.4,4.618
1977,MA,2001,Oct,0.0,6.6610000000000005
1978,MA,2001,Nov,6.1,3.525
1979,MA,2001,Dec,44.0,1.296
1980,MA,2002,Jan,345.6,48.0
1981,MA,2002,Mar,314.1,16.0
1982,MA,2002,Apr,489.3,28.0
1983,MA,2002,May,295.4,71.0
1984,MA,2002,Jun,237.0,230.0
1985,MA,2002,Jul,42.3,1.271
1986,MA,2002,Aug,4.6,3.4810000000000003
1987,MA,2002,Sep,0.0,3.181
1988,MA,2002,Oct,0.0,5.182
1989,MA,2002,Nov,29.3,5.83
1990,MA,2002,Dec,47.4,2.165
1991,MA,2003,Jan,359.1,436.0
1992,MA,2003,Mar,570.2,16.0
1993,MA,2003,Apr,428.8,79.0
1994,MA,2003,May,207.7,60.0
1995,MA,2003,Jun,148.0,338.0
1996,MA,2003,Jul,64.6,1.103
1997,MA,2003,Aug,34.4,2.023
1998,MA,2003,Sep,5.9,5.877999999999999
1999,MA,2003,Oct,0.2,6.085
2000,MA,2003,Nov,4.7,4.928999999999999
2001,MA,2003,Dec,55.8,2.424
2002,MA,2004,Jan,445.7,241.0
2003,MA,2004,Mar,388.0,18.0
2004,MA,2004,Apr,452.9,44.0
2005,MA,2004,May,183.5,145.0
2006,MA,2004,Jun,213.1,706.0
2007,MA,2004,Jul,233.0,1.3659999999999999
2008,MA,2004,Aug,83.9,1.889
2009,MA,2004,Sep,1.5,4.673
2010,MA,2004,Oct,0.0,3.6039999999999996
2011,MA,2004,Nov,3.2,6.398
2012,MA,2004,Dec,6.6,3.255
2013,MA,2005,Jan,33.1,450.0
2014,MA,2005,Mar,350.4,9.0
2015,MA,2005,Apr,371.4,43.0
2016,MA,2005,May,219.6,74.0
2017,MA,2005,Jun,256.5,529.0
2018,MA,2005,Jul,166.4,1.1520000000000001
2019,MA,2005,Aug,12.8,2.239
2020,MA,2005,Sep,0.0,6.292000000000001
2021,MA,2005,Oct,0.2,6.472
2022,MA,2005,Nov,4.0,4.769
2023,MA,2005,Dec,158.1,1.66
2024,MA,2006,Jan,189.9,221.0
2025,MA,2006,Mar,369.2,14.0
2026,MA,2006,Apr,537.3,9.0
2027,MA,2006,May,536.1,5.0
2028,MA,2006,Jun,261.9,131.0
2029,MA,2006,Jul,63.2,512.0
2030,MA,2006,Aug,67.0,1.382
2031,MA,2006,Sep,2.3,2.907
2032,MA,2006,Oct,0.0,3.0239999999999996
2033,MA,2006,Nov,9.3,2.004
2034,MA,2006,Dec,40.5,1.052
2035,MA,2007,Jan,16.3,428.0
2036,MA,2007,Mar,457.4,52.0
2037,MA,2007,Apr,348.6,5.0
2038,MA,2007,May,286.1,73.0
2039,MA,2007,Jun,61.4,515.0
2040,MA,2007,Jul,136.3,1.205
2041,MA,2007,Aug,0.2,8.408999999999999
2042,MA,2007,Sep,2.2,8.524
2043,MA,2007,Oct,1.0,4.772
2044,MA,2007,Nov,2.4,2.2969999999999997
2045,MA,2007,Dec,42.0,800.0
2046,MA,2008,Jan,124.4,121.0
2047,MA,2008,Mar,584.5,4.0
2048,MA,2008,Apr,607.0,26.0
